epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
123,1169.52,0.43578,0.68452,0.40628,0.90105,0,0.47156,0.53799,0.52057,0.48091,0.47156,0.53799,0.52057,0.4564,0.70192,1.46981,2.21824,1.06924,0,0.000149801,0.000149801,0.000149801
124,1179.07,0.44486,0.6739,0.39707,0.89141,0,0.45217,0.55866,0.55813,0.51395,0.45217,0.55866,0.55813,0.48245,0.69257,1.38701,2.1906,1.09097,0,0.000144726,0.000144726,0.000144726
125,1187.87,0.4363,0.68895,0.37691,0.90149,0,0.4664,0.55509,0.54752,0.50827,0.4664,0.55509,0.54752,0.47145,0.6749,1.38052,2.12942,1.08454,0,0.00013965,0.00013965,0.00013965
126,1197.29,0.42355,0.6798,0.38827,0.88996,0,0.48386,0.58206,0.53817,0.48787,0.48386,0.58206,0.53817,0.46775,0.68012,1.37255,2.08264,1.07446,0,0.000134575,0.000134575,0.000134575
127,1205.16,0.42647,0.71018,0.37617,0.89464,0,0.55399,0.58334,0.60568,0.54242,0.55399,0.58334,0.60568,0.52816,0.6911,1.36401,2.16823,1.09055,0,0.0001295,0.0001295,0.0001295
128,1214.13,0.43275,0.6777,0.37689,0.88631,0,0.59032,0.57344,0.60266,0.53549,0.59032,0.57344,0.61261,0.51743,0.72378,1.43275,2.20322,1.14243,0,0.000124424,0.000124424,0.000124424
129,1222.56,0.42472,0.64787,0.37038,0.89527,0,0.59122,0.52811,0.60322,0.53635,0.59122,0.52811,0.60322,0.52031,0.70756,1.45491,2.1637,1.14179,0,0.000119349,0.000119349,0.000119349
130,1233.52,0.4062,0.66621,0.36281,0.88332,0,0.56955,0.48102,0.58805,0.52848,0.56955,0.48102,0.58805,0.50235,0.7244,1.46171,2.2343,1.1287,0,0.000114273,0.000114273,0.000114273
131,1243.17,0.40269,0.62647,0.35986,0.87753,0,0.45329,0.59055,0.57678,0.50528,0.45329,0.59055,0.57678,0.48111,0.74467,1.43063,2.25759,1.12323,0,0.000109198,0.000109198,0.000109198
132,1250.72,0.406,0.65535,0.36547,0.88287,0,0.48058,0.63786,0.59077,0.50472,0.48058,0.63786,0.59077,0.48203,0.79071,1.39973,2.27445,1.14593,0,0.000104123,0.000104123,0.000104123
133,1260.03,0.40991,0.65905,0.37188,0.88902,0,0.49657,0.61974,0.58496,0.49099,0.49657,0.61974,0.58496,0.47469,0.80722,1.38327,2.28623,1.15997,0,9.90472e-05,9.90472e-05,9.90472e-05
134,1267.7,0.41628,0.69113,0.35036,0.88517,0,0.50529,0.68261,0.61529,0.51039,0.50529,0.68261,0.61529,0.49485,0.79202,1.40108,2.34335,1.13769,0,9.39718e-05,9.39718e-05,9.39718e-05
135,1276.46,0.40583,0.66363,0.35043,0.87929,0,0.52861,0.66777,0.58628,0.49549,0.52861,0.66777,0.58628,0.46687,0.78912,1.47016,2.28672,1.15181,0,8.88964e-05,8.88964e-05,8.88964e-05
136,1285.77,0.39288,0.59549,0.33252,0.88045,0,0.5486,0.68076,0.61501,0.51492,0.5486,0.68076,0.61501,0.50378,0.79494,1.52036,2.18544,1.14939,0,8.3821e-05,8.3821e-05,8.3821e-05
137,1294.85,0.3944,0.64371,0.36279,0.88288,0,0.57412,0.66982,0.59294,0.5101,0.57412,0.66982,0.59294,0.50088,0.78301,1.4762,2.10546,1.14106,0,7.87456e-05,7.87456e-05,7.87456e-05
138,1303.33,0.40391,0.64481,0.35208,0.88129,0,0.58721,0.66995,0.6183,0.54986,0.58721,0.66995,0.6183,0.52584,0.75176,1.38033,2.00138,1.11456,0,7.36702e-05,7.36702e-05,7.36702e-05
139,1313.75,0.40423,0.61541,0.33534,0.87597,0,0.59292,0.66576,0.62983,0.55707,0.59292,0.66576,0.62983,0.53766,0.71693,1.32324,1.97888,1.0926,0,6.85948e-05,6.85948e-05,6.85948e-05
140,1323.33,0.39003,0.65,0.34166,0.88109,0,0.59587,0.66897,0.64503,0.57373,0.59587,0.66897,0.64503,0.55256,0.70096,1.30807,2.00546,1.0738,0,6.35194e-05,6.35194e-05,6.35194e-05
141,1337.2,0.33901,0.55778,0.28112,0.8544,0,0.58206,0.69468,0.64933,0.57425,0.58206,0.69468,0.64933,0.5493,0.67896,1.31438,1.94317,1.06204,0,5.8444e-05,5.8444e-05,5.8444e-05
142,1347.2,0.33187,0.53963,0.28454,0.85001,0,0.56132,0.68152,0.63209,0.56005,0.56132,0.68152,0.63209,0.54055,0.69743,1.3433,2.00243,1.07237,0,5.33686e-05,5.33686e-05,5.33686e-05
143,1356.16,0.33879,0.55671,0.25807,0.84868,0,0.56987,0.67717,0.58127,0.51399,0.56987,0.67717,0.58127,0.49731,0.71432,1.40226,1.99011,1.10611,0,4.82932e-05,4.82932e-05,4.82932e-05
144,1363.47,0.31353,0.51129,0.25917,0.82784,0,0.58792,0.66281,0.59002,0.51953,0.58792,0.66281,0.59002,0.50546,0.70732,1.43695,1.97523,1.10051,0,4.32178e-05,4.32178e-05,4.32178e-05
145,1372.64,0.32994,0.54762,0.25704,0.84386,0,0.55286,0.64591,0.58606,0.5204,0.55286,0.64591,0.58606,0.49706,0.72587,1.46066,1.95979,1.12607,0,3.81424e-05,3.81424e-05,3.81424e-05
146,1379.82,0.30793,0.52033,0.24422,0.83867,0,0.56261,0.65193,0.5844,0.51903,0.56261,0.65193,0.5844,0.49539,0.72194,1.48352,1.92561,1.13178,0,3.3067e-05,3.3067e-05,3.3067e-05
147,1393.9,0.31782,0.5066,0.25185,0.83755,0,0.60312,0.66768,0.57736,0.51189,0.60312,0.66768,0.57736,0.49332,0.74221,1.44311,1.91521,1.14337,0,2.79916e-05,2.79916e-05,2.79916e-05
148,1403.76,0.31115,0.48954,0.24335,0.84073,0,0.63999,0.66759,0.614,0.53978,0.63999,0.66759,0.614,0.52497,0.744,1.41602,1.85721,1.14239,0,2.29162e-05,2.29162e-05,2.29162e-05
149,1412.07,0.30915,0.50532,0.23495,0.82799,0,0.60175,0.66902,0.62354,0.54671,0.60175,0.66902,0.62354,0.53247,0.74266,1.406,1.8552,1.13976,0,1.78408e-05,1.78408e-05,1.78408e-05
150,1420.81,0.29088,0.48836,0.23335,0.83211,0,0.63103,0.65893,0.61824,0.54368,0.63103,0.65893,0.61824,0.53052,0.73575,1.38752,1.85821,1.13085,0,1.27654e-05,1.27654e-05,1.27654e-05
