epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
43,146.953,0.60336,0.86029,0.9715,0.92291,0,0.87871,0.90251,0.90658,0.76657,0.87871,0.90251,0.90658,0.79583,0.69794,0.93031,0.72549,0.93098,0,0.000324815,0.000324815,0.000324815
44,149.62,0.56409,0.83092,0.88687,0.90633,0,0.84118,0.90322,0.90759,0.76269,0.84118,0.90322,0.90759,0.80105,0.68635,0.90958,0.7573,0.93314,0,0.000319311,0.000319311,0.000319311
45,152.033,0.60007,0.87874,0.93459,0.92359,0,0.84894,0.9071,0.9144,0.76975,0.84894,0.9071,0.9144,0.80502,0.68768,0.89205,0.77456,0.92479,0,0.000313806,0.000313806,0.000313806
46,154.565,0.58788,0.85978,0.88806,0.91696,0,0.89858,0.89896,0.93747,0.77887,0.89858,0.89896,0.93747,0.81523,0.66521,0.90349,0.79074,0.91885,0,0.000308302,0.000308302,0.000308302
47,158.583,0.57904,0.80513,0.87867,0.92756,0,0.90461,0.88598,0.93812,0.77662,0.90461,0.88598,0.93812,0.82447,0.67742,0.94361,0.79755,0.92999,0,0.000302798,0.000302798,0.000302798
48,161.225,0.59705,0.8335,0.89692,0.92205,0,0.9091,0.87339,0.94195,0.80242,0.9091,0.87339,0.94195,0.81836,0.70641,0.96413,0.77378,0.95964,0,0.000297293,0.000297293,0.000297293
49,163.584,0.58692,0.82813,0.87501,0.90532,0,0.92912,0.86628,0.94196,0.80526,0.92912,0.86628,0.94196,0.82099,0.71262,0.90577,0.71541,0.94876,0,0.000291789,0.000291789,0.000291789
50,166.08,0.60013,0.83283,0.92369,0.91476,0,0.9256,0.8879,0.94203,0.81504,0.9256,0.8879,0.94203,0.81524,0.66392,0.82967,0.65126,0.92184,0,0.000286284,0.000286284,0.000286284
51,168.628,0.57526,0.79979,0.82767,0.89921,0,0.94257,0.89354,0.93172,0.79033,0.94257,0.89354,0.93172,0.81418,0.67808,0.87832,0.64629,0.92543,0,0.00028078,0.00028078,0.00028078
52,172.258,0.59032,0.8056,0.83569,0.92556,0,0.93078,0.88972,0.92665,0.78488,0.93078,0.88972,0.92665,0.81133,0.66348,0.84677,0.63166,0.91603,0,0.000275276,0.000275276,0.000275276
